Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Cole;240634;U00;1915;1932;1932;1932;3;6;0;2;0;5;0;1707;1915;1930;1999;x
Mann;240635;U00;1910;1917;1932;1932;2;6;0;3;0;5;0;1708;1910;1928;1999;x
Flagler;240636;U00;1911;1932;1932;1932;3;6;2;2;0;5;0;1709;1911;1930;1999;x
Bell J.F.;240637;U00;1898;1911;1919;1932;1;6;0;2;0;5;0;1710;1898;1920;1999;x
Duncan;240638;U00;1916;1932;1932;1932;3;6;0;2;0;5;0;6128;1916;1932;1999;x
Scott H.;240639;U00;1900;1911;1919;1932;1;7;2;3;0;5;0;1711;1900;1930;1999;x
McRae;240640;U00;1911;1918;1932;1932;2;6;0;2;0;5;0;1712;1911;1927;1999;x
Kuhn;240641;U00;1912;1917;1932;1932;2;6;16;2;0;5;0;1713;1912;1930;1999;x
Sturgis;240642;U00;1914;1920;1932;1932;3;6;0;2;0;5;0;1714;1914;1930;1999;x
Bailey;240643;U00;1909;1917;1924;1932;2;6;4;2;0;5;0;1715;1909;1925;1999;x
Nimitz C.W.;240441;U00;1930;1938;1941;1944;0;9;12288;5;0;5;1;L60448;1938;1945;1999;x
McKee  A.E.;240260;U00;1930;1990;1990;1990;3;6;256;1;0;5;0;L60264;1930;1943;1999;x
McKee  R.H.;240261;U00;1945;1990;1990;1990;3;4;0;1;0;5;0;L60265;1945;1970;1999;x
McKenney;240262;U00;1943;1990;1990;1990;3;6;1;1;0;5;0;L60266;1943;1946;1999;x
McLain R.S.;240263;U00;1940;1944;1990;1990;2;5;2;2;0;5;0;L60267;1940;1954;1999;x
McNair;240264;U00;1930;1930;1941;1990;1;8;516;2;0;5;0;L60268;1937;1944;1999;x
Merrill;240265;U00;1938;1990;1990;1990;3;5;5;1;0;5;0;L60269;1938;1970;1999;x
Moore  J.E.;240274;U00;1943;1945;1990;1990;2;7;4;2;0;5;0;L60278;1943;1970;1999;x
Moore  R.C.;240275;U00;1930;1990;1990;1990;3;5;513;1;0;5;0;L60279;1939;1946;1999;x
Morris;240276;U00;1942;1943;1990;1990;2;5;128;1;0;5;0;L60280;1942;1970;1999;x
Mueller;240277;U00;1940;1990;1990;1990;3;4;3;1;0;5;0;L60281;1940;1970;1999;x
Murray M.M.;240278;U00;1938;1990;1990;1990;3;5;4;1;0;5;0;L60282;1938;1946;1999;x
Murray R.L.;240279;U00;1947;1950;1990;1990;3;6;4;1;0;5;0;L60283;1947;1970;1999;x
Newgarden;240280;U00;1941;1990;1990;1990;3;5;128;1;0;5;0;L60284;1941;1944;1999;x
Nichols;240281;U00;1942;1990;1990;1990;3;5;0;1;0;5;0;L60285;1942;1947;1999;x
O'Daniel;240282;U00;1942;1944;1990;1990;2;6;4;2;0;5;0;L60286;1942;1970;1999;x
Oliver;240283;U00;1942;1990;1990;1990;3;5;128;1;0;5;0;L60287;1942;1970;1999;x
Palmer;240284;U00;1944;1990;1990;1990;3;7;4;1;0;5;0;L60288;1944;1970;1999;x
Parker E.P.;240285;U00;1941;1990;1990;1990;3;5;1;1;0;5;0;L60289;1941;1970;1999;x
Parks F.L.;240286;U00;1942;1953;1990;1990;3;5;256;2;0;5;0;L60290;1942;1959;1999;x
Patch A.M.;240287;U00;1940;1944;1954;1990;2;8;260;3;0;5;0;L60291;1940;1945;1999;x
Patrick;240288;U00;1944;1990;1990;1990;3;4;0;1;0;5;0;L60292;1944;1945;1999;x
Patterson;240289;U00;1940;1990;1990;1990;3;4;64;1;0;5;0;L60293;1940;1946;1999;x
Paul;240291;U00;1943;1990;1990;1990;3;5;4;1;0;5;0;L60295;1943;1970;1999;x
Peake;240292;U00;1945;1990;1990;1990;3;4;0;1;0;5;0;L60296;1945;1970;1999;x
Peek;240293;U00;1937;1990;1990;1990;3;4;1;1;0;5;0;L60297;1937;1942;1999;x
Pierce J.L.;240294;U00;1941;1990;1990;1990;3;5;128;1;0;5;0;L60298;1941;1959;1999;x
Polin J.A.;240295;U00;1939;1990;1990;1990;3;5;512;1;0;5;0;L60299;1939;1965;1999;x
Prichard;240296;U00;1940;1990;1990;1990;3;6;128;1;0;5;0;L60300;1940;1945;1999;x
Prickett;240297;U00;1941;1990;1990;1990;3;6;128;1;0;5;0;L60301;1941;1970;1999;x
Putt;240298;U00;1944;1953;1990;1990;3;5;8192;1;0;5;2;L60302;1944;1970;1999;x
Raff;240299;U00;1937;1990;1990;1990;3;5;0;1;0;5;0;L60303;1937;1943;1999;x
Rankin F.W.;240300;U00;1942;1990;1990;1990;3;6;128;1;0;5;0;L60304;1942;1970;1999;x
Read;240301;U00;1945;1990;1990;1990;3;5;4;1;0;5;0;L60305;1945;1970;1999;x
Reckford;240302;U00;1938;1990;1990;1990;3;4;0;1;0;5;0;L60306;1938;1945;1999;x
Reinhardt;240303;U00;1941;1990;1990;1990;3;4;0;1;0;5;0;L60307;1941;1946;1999;x
Reybold;240304;U00;1937;1941;1990;1990;2;5;32;2;0;5;0;L60308;1937;1945;1999;x
Richardson;240305;U00;1930;1930;1930;1990;2;5;4;1;0;5;0;L60310;1938;1946;1999;x
Ridgway;240306;U00;1942;1945;1951;1990;2;7;256;3;0;5;0;L60311;1942;1970;1999;x
Riley L.M.;240307;U00;1941;1990;1990;1990;3;4;64;1;0;5;0;L60312;1941;1970;1999;x
Robertson W.M.;240308;U00;1940;1990;1990;1990;3;5;0;1;0;5;0;L60313;1940;1954;1999;x
Rockey;240309;U00;1943;1947;1990;1990;3;5;256;2;0;5;0;L60314;1943;1970;1999;x
Roosevelt Jr.;240310;U00;1941;1990;1990;1990;3;5;4;1;0;5;0;L60315;1941;1944;1999;x
Rose;240311;U00;1942;1990;1990;1990;3;5;128;1;0;5;0;L60316;1942;1945;1999;x
Ruffner;240312;U00;1945;1990;1990;1990;3;7;4;1;0;5;0;L60317;1945;1970;1999;x
Rupertus;240313;U00;1942;1990;1990;1990;3;6;256;1;0;5;0;L60318;1942;1970;1999;x
Ryder;240314;U00;1937;1990;1990;1990;3;6;128;1;0;5;0;L60319;1937;1970;1999;x
Sanderson;240315;U00;1942;1944;1990;1990;2;6;256;2;0;5;0;L60320;1942;1946;1999;x
Scanlon;240316;U00;1939;1990;1990;1990;3;5;0;1;0;5;2;L60321;1939;1970;1999;x
Schley J.L.;240317;U00;1930;1990;1990;1990;2;5;32;2;0;5;0;L60322;1930;1965;1999;x
Schmidt;240318;U00;1942;1946;1990;1990;3;7;260;2;0;5;0;L60323;1942;1970;1999;x
Scott C.L.;240319;U00;1939;1990;1990;1990;3;4;128;1;0;5;0;L60324;1939;1954;1999;x
Sebree;240320;U00;1942;1990;1990;1990;3;6;4;1;0;5;0;L60325;1942;1970;1999;x
Sheetz;240321;U00;1930;1990;1990;1990;3;4;2;1;0;5;0;L60326;1940;1950;1999;x
Shepherd L.C.;240322;U00;1942;1950;1952;1990;3;7;260;2;0;5;0;L60327;1942;1970;1999;x
Sherman;240323;U00;1938;1990;1990;1990;3;5;1;1;0;5;0;L60328;1938;1947;1999;x
Short;240324;U00;1930;1941;1990;1990;2;6;0;2;0;5;0;L60329;1938;1942;1999;x
Silvester L.D.;240325;U00;1941;1990;1990;1990;3;5;128;1;0;5;0;L60330;1941;1963;1999;x
Simpson W.H.;240326;U00;1939;1943;1954;1990;1;7;4;3;0;5;0;L60331;1939;1970;1999;x
Sloan J.E.;240327;U00;1943;1990;1990;1990;3;4;0;1;0;5;0;L60332;1943;1970;1999;x
Smith  H.M.;240328;U00;1938;1944;1946;1990;2;7;257;2;0;5;0;L60333;1938;1967;1999;x
Smith  J.C.;240329;U00;1942;1945;1990;1990;3;5;256;2;0;5;0;L60334;1942;1946;1999;x
Smith  W.B.;240330;U00;1943;1945;1990;1990;3;7;128;2;0;5;0;L60335;1943;1970;1999;x
Somervell B.B.;240331;U00;1940;1942;1945;1990;1;5;1;1;0;5;0;L60336;1940;1955;1999;x
Sorensen H.E.;240332;U00;1942;1990;1990;1990;3;5;2048;1;0;5;1;L60337;1942;1944;1999;x
Soulé;240333;U00;1945;1990;1990;1990;3;5;4;1;0;5;0;L60338;1945;1970;1999;x
Spragins;240334;U00;1943;1990;1990;1990;3;4;1;1;0;5;0;L60339;1943;1945;1999;x
Stevens;240335;U00;1946;1953;1990;1990;3;5;131072;1;0;5;2;L60340;1946;1956;1999;x
Stroh;240337;U00;1944;1990;1990;1990;3;4;0;1;0;5;0;L60342;1944;1947;1999;x
Strong;240338;U00;1938;1944;1990;1990;3;7;256;2;0;5;0;L60343;1938;1945;1999;x
Sultan D.I.;240339;U00;1938;1944;1990;1990;2;7;16;2;0;5;0;L60344;1938;1947;1999;x
Sutherland;240340;U00;1938;1942;1990;1990;2;6;0;2;0;5;0;L60345;1938;1946;1999;x
Swift;240341;U00;1937;1990;1990;1990;3;5;4;1;0;5;0;L60346;1937;1947;1999;x
Swing;240342;U00;1941;1943;1990;1990;2;7;320;2;0;5;0;L60347;1941;1970;1999;x
Taylor;240343;U00;1942;1951;1953;1990;0;8;256;4;0;5;0;L60348;1942;1970;1999;x
Thomas;240344;U00;1942;1946;1990;1990;3;6;256;2;0;5;0;L60349;1942;1970;1999;x
Thompson;240345;U00;1940;1990;1990;1990;3;5;4;1;0;5;0;L60350;1940;1945;1999;x
Thorson;240346;U00;1943;1990;1990;1990;3;5;4;1;0;5;0;L60351;1943;1970;1999;x
Truscott L.K.;240347;U00;1941;1944;1954;1990;1;8;33;3;0;5;0;L60352;1941;1965;1999;x
Turnage A.H.;240348;U00;1941;1946;1948;1990;2;6;256;2;0;5;0;L60353;1941;1970;1999;x
Twaddle;240349;U00;1942;1990;1990;1990;3;4;0;1;0;5;0;L60354;1942;1970;1999;x
Van Fleet;240350;U00;1944;1946;1990;1990;3;7;4;2;0;5;0;L60355;1944;1970;1999;x
Van Voorhis;240351;U00;1930;1940;1990;1990;2;5;128;2;0;5;0;L60356;1930;1942;1999;x
Vandegrift A.A.;240352;U00;1939;1945;1945;1990;2;8;260;3;0;5;0;L60357;1939;1970;1999;x
Vandenberg;240353;U00;1943;1945;1947;1990;3;6;8192;3;0;5;2;L60358;1943;1954;1999;x
Wainwright;240354;U00;1930;1930;1990;1990;2;6;1;1;0;5;0;L60359;1938;1942;1999;x
Walker  F.L.;240355;U00;1941;1990;1990;1990;3;4;0;1;0;5;0;L60360;1941;1946;1999;x
Walker W.H.;240356;U00;1938;1945;1951;1990;3;7;128;3;0;5;0;L60361;1938;1950;1999;x
Wallace F.C.;240357;U00;1940;1990;1990;1990;3;6;4;1;0;5;0;L60362;1940;1959;1999;x
Anderson J.W.;240012;U00;1941;1990;1990;1990;3;6;64;1;0;5;0;L60011;1941;1967;1999;x
Andrus;240013;U00;1943;1990;1990;1990;3;4;64;1;0;5;0;L60012;1943;1970;1999;x
Boudinot;240050;U00;1943;1990;1990;1990;3;4;128;1;0;5;0;L60049;1943;1945;1999;x
Bowen;240051;U00;1942;1990;1990;1990;3;6;384;1;0;5;0;L60050;1942;1970;1999;x
Bowley;240052;U00;1930;1930;1990;1990;2;6;514;1;0;5;0;L60051;1921;1939;1999;x
Bowman;240053;U00;1942;1990;1990;1990;3;5;32;1;0;5;0;L60052;1942;1970;1999;x
Collins  H.J.;240104;U00;1941;1990;1990;1990;3;6;0;1;0;5;0;L60104;1941;1970;1999;x
Collins J.L.;240105;U00;1941;1945;1948;1990;1;8;20;3;0;5;0;L60105;1941;1970;1999;x
Colson C.F.;240106;U00;1943;1990;1990;1990;3;5;4;1;0;5;0;L60106;1943;1970;1999;x
Conklin;240107;U00;1930;1990;1990;1990;3;5;1;1;0;5;0;L60107;1930;1943;1999;x
Cook G.R.;240108;U00;1941;1990;1990;1990;3;5;0;1;0;5;0;L60108;1941;1963;1999;x
Earnest H.L.;240141;U00;1942;1990;1990;1990;3;6;128;1;0;5;0;L60141;1942;1970;1999;x
Eddy;240142;U00;1942;1944;1990;1990;3;6;0;2;0;5;0;L60142;1942;1970;1999;x
Eddleman C.D.;240143;U00;1943;1955;1959;1990;3;5;4;2;0;5;0;L60143;1943;1970;1999;x
Eichelberger;240144;U00;1942;1942;1944;1990;2;6;4;3;0;5;0;L60144;1942;1947;1999;x
Ekman;240146;U00;1944;1990;1990;1990;3;5;128;1;0;5;0;L60146;1944;1970;1999;x
Harrold;240196;U00;1943;1990;1990;1990;3;5;128;1;0;5;0;L60200;1943;1970;1999;x
Hart F.A.;240197;U00;1944;1946;1990;1990;3;7;260;2;0;5;0;L60201;1944;1970;1999;x
Hartness H.N.;240198;U00;1941;1990;1990;1990;3;5;0;1;0;5;0;L60202;1941;1970;1999;x
Haskell;240199;U00;1930;1930;1990;1990;2;4;0;1;0;5;0;L60203;1926;1942;1999;x
Hasbrouck;240200;U00;1942;1990;1990;1990;3;5;128;1;0;5;0;L60204;1942;1947;1999;x
Hayden;240201;U00;1944;1990;1990;1990;3;4;0;1;0;5;0;L60205;1944;1970;1999;x
Hays G.P.;240202;U00;1942;1944;1990;1990;2;5;256;2;0;5;0;L60206;1942;1970;1999;x
Jarman S.;240219;U00;1930;1990;1990;1990;3;4;96;1;0;5;0;L60223;1939;1946;1999;x
Johnson H.H.;240220;U00;1939;1990;1990;1990;3;4;0;1;0;5;0;L60224;1939;1970;1999;x
Jones  A.M.;240221;U00;1937;1990;1990;1990;3;4;0;1;0;5;0;L60225;1937;1942;1999;x
Jones  A.W.;240222;U00;1942;1990;1990;1990;3;5;256;1;0;5;0;L60226;1942;1945;1999;x
